Year,Title,Gross
2004,Dirty Dancing: Havana Nights,"$27,685,016"
2004,Ella Enchanted,"$27,388,767"
2004,Doraemon: Nobita in the Wan-Nyan Spacetime Odyssey,"$26,663,978"
2004,The Whole Ten Yards,"$26,170,671"
2004,The Alamo,"$25,819,961"
2004,Seed of Chucky,"$24,829,644"
2004,Bride & Prejudice,"$24,716,440"
2004,Podium,"$24,511,116"
2004,Harold & Kumar Go to White Castle,"$23,936,908"
2004,Birth,"$23,925,492"
2004,Christmas in Love,"$22,668,087"
2004,Detective Conan: Magician of the Silver Sky,"$22,618,511"
2004,EuroTrip,"$22,605,153"
2004,Quill: The Life of a Guide Dog,"$22,298,559"
2004,NASCAR: The IMAX Experience,"$22,248,831"
2004,Little Black Book,"$22,035,509"
2004,Do You Know Claudia?,"$21,852,972"
2004,Mr. 3000,"$21,839,377"
2004,Wicker Park,"$21,568,818"
2004,Win a Date with Tad Hamilton!,"$21,513,434"
2004,The Merchant of Venice,"$21,417,725"
2004,New York Minute,"$21,289,826"
2004,Mindhunters,"$21,148,829"
2004,G.O.R.A.,"$20,839,049"
2004,Super Size Me,"$20,645,757"
2004,The 11 Commandments,"$20,537,839"
2004,Ladies in Lavender,"$20,377,075"
2004,Melinda and Melinda,"$20,129,327"
2004,I Heart Huckabees,"$20,072,172"
2004,2046,"$19,470,239"
2004,Vanity Fair,"$19,463,185"
2004,Windstruck,"$19,225,992"
2004,The Corsican File,"$18,922,216"
2004,Swing Girls,"$18,758,613"
2004,Look at Me,"$18,729,751"
2004,De-Lovely,"$18,611,951"
2004,My Baby's Daddy,"$18,490,423"
2004,Quai des illusions,"$18,291,248"
2004,Kinsey,"$17,050,017"
2004,Catch That Kid,"$16,951,702"
2004,Paparazzi,"$16,796,512"
2004,One Missed Call,"$16,367,880"
2004,"Nin x Nin: Ninja Hattori-kun, the Movie","$16,351,134"
2004,What the #$*! Do We (K)now!?,"$15,998,178"
2004,Before Sunset,"$15,854,211"
2004,Lucky Luke and the Daltons,"$15,823,762"
2004,Surviving Christmas,"$15,125,687"
2004,The Last Trapper,"$14,905,929"
2004,Raise Your Voice,"$14,867,514"
2004,Soul Plane,"$14,821,824"
2004,Half a Confession,"$14,638,660"
2004,Welcome to Mooseport,"$14,615,099"
2004,Envy,"$14,494,036"
2004,Being Julia,"$14,339,171"
2004,Vizontele Tuuba,"$13,954,476"
2004,French Spies,"$13,844,465"
2004,Der Wixxer,"$13,607,165"
2004,One Piece: The Cursed Holy Sword,"$13,422,333"
2004,Umizaru,"$13,361,623"
2004,RRRrrrr!!!,"$13,315,054"
2004,Vera Drake,"$13,267,869"
2004,Mariages!,"$12,991,310"
2004,Maria Full of Grace,"$12,594,630"
2004,Breakin' All the Rules,"$12,544,254"
2004,The Clearing,"$12,520,799"
2004,Casshern,"$12,353,768"
2004,Chasing Liberty,"$12,313,323"
2004,Don't Move,"$12,071,007"
2004,Kureyon Shin-chan 2004 Re-release,"$12,066,375"
2004,The Cookout,"$12,009,070"
2004,Layer Cake,"$11,850,214"
2004,Suspect Zero,"$11,416,075"
2004,Connie and Carla,"$11,341,016"
2004,Naruto the Movie: Ninja Clash in the Land of Snow,"$11,141,307"
2004,Head-On,"$11,030,861"
2004,District B13,"$10,976,892"
2004,The Perfect Score,"$10,898,337"
2005,Harry Potter and the Goblet of Fire,"$895,921,036"
2005,Star Wars: Episode III - Revenge of the Sith,"$868,352,530"
2005,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","$745,013,115"
2005,War of the Worlds,"$603,873,119"
2005,King Kong,"$556,906,378"
2005,Madagascar,"$542,063,846"
2005,Mr. & Mrs. Smith,"$487,287,646"
2005,Charlie and the Chocolate Factory,"$474,968,763"
2005,Batman Begins,"$373,443,774"
2005,Hitch,"$371,594,210"
2005,Fantastic Four,"$333,535,934"
2005,Chicken Little,"$314,432,837"
2005,Wedding Crashers,"$288,467,645"
2005,Robots,"$262,511,490"
2005,Constantine,"$230,884,728"
2005,Flightplan,"$223,387,299"
2005,Kingdom of Heaven,"$218,122,627"
2005,Fun with Dick and Jane,"$204,681,899"
2005,The Pacifier,"$198,636,868"
2005,Wallace & Gromit: The Curse of the Were-Rabbit,"$192,614,977"
2005,The Longest Yard,"$191,466,556"
2005,Walk the Line,"$186,797,986"
2005,Brokeback Mountain,"$178,062,759"
2005,The 40-Year-Old Virgin,"$177,378,645"
2005,The Ring Two,"$163,995,949"
2005,The Island,"$162,949,164"
2005,The Interpreter,"$162,944,923"
2005,Memoirs of a Geisha,"$162,242,962"
2005,Sin City,"$158,733,820"
2005,Monster-in-Law,"$155,457,327"
2005,Saw II,"$147,748,505"
2005,The Exorcism of Emily Rose,"$145,166,804"
2005,Herbie Fully Loaded,"$144,146,816"
2005,The Legend of Zorro,"$142,400,065"
2005,Bewitched,"$131,426,169"
2005,Munich,"$130,982,129"
2005,Cheaper by the Dozen 2,"$130,154,568"
2005,March of the Penguins,"$127,392,693"
2005,Nanny McPhee,"$123,276,807"
2005,Hide and Seek,"$123,204,920"
2005,Pride & Prejudice,"$121,616,555"
2005,Sahara,"$119,240,351"
2005,Corpse Bride,"$118,090,836"
2005,The Dukes of Hazzard,"$111,069,515"
2005,Hoodwinked!,"$110,013,167"
2005,Cinderella Man,"$108,539,911"
2005,The Amityville Horror,"$107,516,369"
2005,The Brothers Grimm,"$105,316,267"
2005,The Hitchhiker's Guide to the Galaxy,"$104,478,416"
2005,Guess Who,"$103,121,466"
2005,Just Like Heaven,"$102,854,431"
2005,Miss Congeniality 2: Armed & Fabulous,"$101,393,569"
2005,Crash,"$98,410,061"
2005,Are We There Yet?,"$97,918,663"
2005,Jarhead,"$97,076,152"
2005,Red Eye,"$96,258,201"
2005,Be Cool,"$95,763,716"
2005,The Skeleton Key,"$93,983,911"
2005,Syriana,"$93,974,620"
2005,The Family Stone,"$92,884,429"
2005,Four Brothers,"$92,374,674"
2005,White Noise,"$91,196,419"
2005,Racing Stripes,"$90,754,475"
2005,Transporter 2,"$89,083,229"
2005,Rumor Has It...,"$88,933,562"
2005,Sky High,"$86,369,815"
2005,Match Point,"$85,638,656"
2005,In Her Shoes,"$83,697,473"
2005,The Constant Gardener,"$82,466,670"
2005,Stealth,"$79,268,322"
2005,Hostage,"$77,608,617"
2005,Coach Carter,"$76,669,554"
2005,The King and the Clown,"$74,466,867"
2005,"Yours, Mine & Ours","$72,662,923"
2005,Lord of War,"$72,617,068"
2005,The Adventures of Sharkboy and Lavagirl 3-D,"$71,992,655"
2005,xXx: State of the Union,"$71,410,636"
2005,House of Wax,"$68,766,121"
2005,Prime,"$67,937,494"
2005,Boogeyman,"$67,192,859"
2005,Zathura: A Space Adventure,"$65,079,104"
2005,Valiant,"$61,746,888"
2005,A History of Violence,"$61,385,065"
2005,Son of the Mask,"$59,981,548"
2005,Must Love Dogs,"$58,231,520"
2005,Doom,"$58,072,119"
2005,Derailed,"$57,479,076"
2005,The Descent,"$57,051,053"
2005,Elektra,"$56,995,646"
2005,Kicking & Screaming,"$56,070,433"
2005,"Good Night, and Good Luck.","$54,641,191"
2005,Æon Flux,"$53,321,673"
2005,Pooh's Heffalump Movie,"$52,858,433"
2005,Elizabethtown,"$52,164,016"
2005,Just Friends,"$50,912,434"
2005,Unleashed,"$50,871,113"
2005,Diary of a Mad Black Woman,"$50,652,203"
2005,Fever Pitch,"$50,605,163"
2005,Capote,"$49,327,405"
2005,Broken Flowers,"$47,329,961"
2005,The Wedding Date,"$47,096,206"
2005,Land of the Dead,"$47,074,133"
2005,Get Rich or Die Tryin',"$46,563,961"
2005,The Fog,"$46,201,432"
2005,Into the Blue,"$46,117,696"
2005,Deuce Bigalow: European Gigolo,"$45,109,561"
2005,Dark Water 2005 Re-release,"$44,347,079"
2005,A Lot Like Love,"$42,886,719"
2005,Oliver Twist,"$42,580,321"
2005,The Sisterhood of the Traveling Pants,"$42,013,878"
2005,Serenity,"$40,445,129"
2005,The Ringer,"$40,442,443"
2005,Magnificent Desolation: Walking on the Moon,"$40,339,402"
2005,Yamato,"$39,287,114"
2005,Dreamer,"$38,741,732"
2005,Always: Sunset on Third Street,"$38,573,583"
2005,The Producers,"$38,075,318"
2005,Casanova,"$37,691,644"
2005,Beauty Shop,"$37,245,453"
2005,Pokémon: Lucario and the Mystery of Mew,"$37,228,626"
2005,Negotiator: Mashita Masayoshi,"$36,733,286"
2005,Assault on Precinct 13,"$35,294,470"
2005,Nana,"$34,671,042"
2005,Wild Safari - A South African Adventure,"$34,257,135"
2005,Bad News Bears,"$34,252,847"
2005,Because of Winn-Dixie,"$33,589,427"
2005,The Cave,"$33,296,457"
2005,Marathon,"$33,284,089"
2005,The Brice Man,"$33,026,616"
2005,Cry Wolf,"$32,586,408"
2005,The Suspect: Muroi Shinji,"$32,104,229"
2005,Marrying the Mafia 2: Enemy-in-Law,"$31,835,989"
2005,Welcome to Dongmakgol,"$31,787,130"
2005,Rent,"$31,670,620"
2005,The New World 2005 Re-release,"$31,510,855"
2005,Train Man,"$31,090,100"
2005,The Promise,"$30,925,693"
2005,Wolf Creek,"$30,762,648"
2005,Two for the Money,"$30,526,509"
2005,Cursed,"$29,621,722"
2005,The Upside of Anger,"$28,237,488"
2005,Mrs. Henderson Presents,"$27,876,417"
2005,Ice Princess,"$27,645,491"
2005,Goal! The Dream Begins,"$27,610,873"
2005,The Protector,"$27,165,581"
2005,Doogal,"$26,711,924"
2005,Typhoon,"$26,179,656"
2005,9th Company,"$26,146,165"
2005,Natale a Miami,"$25,643,184"
2005,The Tiger and the Snow,"$25,460,023"
2005,North Country,"$25,211,175"
2005,April Snow,"$24,873,159"
2005,I Love You in Every Language in the World,"$23,941,317"
2005,Lady Vengeance,"$23,834,149"
2005,Russian Dolls,"$23,727,301"
2005,Hustle & Flow,"$23,563,727"
2005,Another Public Enemy,"$23,248,003"
2005,Domino,"$22,944,502"
2005,The White Massai,"$22,632,255"
2005,Manual of Love,"$22,079,820"
2005,Torrente 3: El protector,"$21,762,391"
2005,Man of the House,"$21,577,624"
2005,Year One in the North,"$21,360,942"
2005,The Jacket,"$21,126,225"
2005,The Devil's Rejects,"$20,901,859"
2005,A Moment to Remember,"$20,865,847"
2005,Lorelei,"$19,806,585"
2005,The Perfect Man,"$19,770,475"
2005,Mapado,"$19,286,223"
2005,The Weather Man,"$19,126,398"
2005,Iznogoud- Caliph Instead of the Caliph,"$18,725,588"
2005,Detective Conan: Strategy Above the Depths,"$18,723,952"
2005,Waiting...,"$18,637,690"
2005,An Unfinished Life,"$18,618,284"
2005,My Father and My Son,"$18,612,999"
2005,Keeping Mum,"$18,575,768"
2005,The Turkish Gambit,"$18,520,000"
2005,As It Is in Heaven,"$18,318,233"
2005,The World's Fastest Indian,"$18,297,690"
2005,Night Watch 2005 Re-release,"$17,939,389"
2005,Joyeux Noel,"$17,709,155"
2005,You Are My Sunshine,"$17,650,142"
2005,Palais royal!,"$17,612,135"
2005,Roll Bounce,"$17,500,866"
2005,Rebound,"$17,492,014"
2005,Stormy Night,"$17,379,776"
2005,The Matador,"$17,347,231"
2005,Aegis,"$16,869,261"
2005,Caché,"$16,197,824"
2005,The Great Yokai War,"$15,787,492"
2005,Kiss Kiss Bang Bang,"$15,785,148"
2005,The Gospel,"$15,778,152"
2005,Two Sons of Francisco,"$15,508,288"
2005,The Greatest Game Ever Played,"$15,431,177"
2005,Transamerica,"$15,151,744"
2005,"Murder, Take One","$14,915,208"
2005,Most Beautiful Week in My Life,"$14,765,033"
2005,Samurai Commando: Mission 1549,"$14,648,713"
2005,Blood Rain,"$14,270,938"
2005,Proof,"$14,189,860"
2006,Pirates of the Caribbean: Dead Man's Chest,"$1,066,179,725"
2006,The Da Vinci Code,"$760,006,945"
2006,Ice Age: The Meltdown,"$660,998,756"
2006,Casino Royale,"$606,000,064"
2006,Night at the Museum,"$574,480,841"
2006,Cars,"$461,983,149"
2006,X-Men: The Last Stand,"$460,435,291"
2006,Mission: Impossible III,"$398,479,497"
2006,Superman Returns,"$391,081,192"
2006,Happy Feet,"$384,335,608"
2006,Over the Hedge,"$339,795,890"
2006,The Devil Wears Prada,"$326,710,203"
2006,The Pursuit of Happyness,"$307,127,625"
2006,The Departed,"$291,465,034"
2006,Borat,"$262,552,893"
2006,Eragon,"$250,425,512"
2006,Click,"$240,685,326"
2006,The Holiday,"$205,844,805"
2006,The Break-Up,"$205,668,210"
2006,Open Season,"$200,811,689"
2006,Inside Man,"$186,003,591"
2006,Poseidon,"$181,674,817"
2006,Deja Vu,"$180,557,550"
2006,Flushed Away,"$178,281,554"
2006,Scary Movie 4,"$178,262,620"
2006,Blood Diamond,"$171,720,398"
2006,Saw III,"$164,874,275"
2006,The Pink Panther,"$164,115,897"
2006,Miami Vice,"$163,794,509"
2006,Talladega Nights: The Ballad of Ricky Bobby,"$163,362,095"
2006,World Trade Center,"$163,247,198"
2006,The Fast and the Furious: Tokyo Drift,"$158,964,610"
2006,Rocky Balboa,"$155,929,020"
2006,Dreamgirls,"$155,430,335"
2006,Charlotte's Web,"$148,964,090"
2006,Garfield: A Tail of Two Kitties,"$143,325,970"
2006,Monster House,"$141,861,243"
2006,Big Momma's House 2,"$141,522,961"
2006,Babel,"$135,330,182"
2006,Perfume: The Story of a Murderer,"$135,039,924"
2006,V for Vendetta,"$132,511,035"
2006,"You, Me and Dupree","$130,628,903"
2006,Failure to Launch,"$130,224,158"
2006,The Queen,"$123,384,128"
2006,Apocalypto,"$120,654,337"
2006,Eight Below,"$120,455,994"
2006,The Omen,"$119,974,972"
2006,Final Destination 3,"$118,890,272"
2006,Barnyard,"$116,755,080"
2006,The Lake House,"$114,830,111"
2006,Step Up,"$114,194,847"
2006,Underworld: Evolution,"$111,476,513"
2006,The Santa Clause 3: The Escape Clause,"$110,768,122"
2006,The Prestige,"$109,676,311"
2006,Arthur and the Invisibles,"$107,944,236"
2006,Little Man,"$104,003,322"
2006,The Wild,"$102,338,515"
2006,Little Miss Sunshine,"$101,058,954"
2006,Silent Hill,"$100,605,135"
2006,The Good Shepherd,"$100,266,865"
2006,Nacho Libre,"$99,255,460"
2006,Deep Sea,"$98,230,905"
2006,The Guardian,"$94,973,540"
2006,The Host,"$89,431,890"
2006,The Illusionist,"$87,892,388"
2006,RV,"$87,528,173"
2006,The Shaggy Dog,"$87,134,280"
2006,Date Movie,"$85,749,034"
2006,Volver,"$85,585,177"
2006,Jackass Number Two,"$84,645,164"
2006,French Fried Vacation 3: Friends Forever,"$84,152,064"
2006,Pan's Labyrinth,"$83,850,267"
2006,Firewall,"$82,751,189"
2006,Hostel,"$81,979,826"
2006,The Sentinel,"$78,810,595"
2006,Curse of the Golden Flower,"$78,568,977"
2006,The Lives of Others,"$77,356,942"
2006,United 93,"$76,700,659"
2006,Lady in the Water,"$72,785,169"
2006,The Grudge 2,"$70,711,175"
2006,Children of Men,"$70,455,770"
2006,The Hills Have Eyes,"$70,008,952"
2006,Curious George,"$69,865,924"
2006,John Tucker Must Die,"$68,844,775"
2006,Letters from Iwo Jima,"$68,673,228"
2006,Tales from Earthsea,"$68,625,104"
2006,Fearless,"$68,072,848"
2006,When a Stranger Calls,"$67,062,123"
2006,Take the Lead,"$66,499,627"
2006,Flags of Our Fathers,"$65,900,249"
2006,16 Blocks,"$65,664,721"
2006,The Benchwarmers,"$64,962,629"
2006,Madea's Family Reunion,"$63,368,939"
2006,Snakes on a Plane,"$62,022,014"
2006,My Super Ex-Girlfriend,"$61,108,981"
2006,Marie Antoinette,"$60,917,189"
2006,Limit of Love: Umizaru,"$60,369,589"
2006,Invincible,"$58,480,828"
2006,She's the Man,"$57,194,667"
2006,Lucky Number Slevin,"$56,308,881"
2006,The Ant Bully,"$55,181,129"
2006,Stranger Than Fiction,"$53,653,224"
2006,The Texas Chainsaw Massacre: The Beginning,"$51,764,406"
2006,Doomsday: The Sinking of Japan,"$51,127,401"
2006,Notes on a Scandal,"$49,814,392"
2006,An Inconvenient Truth,"$49,782,012"
2006,The Black Dahlia,"$49,332,692"
2006,The Last King of Scotland,"$48,618,191"
2006,Suite Dreams,"$48,090,431"
2006,Death Note: The Last Name,"$47,917,637"
2006,Deck the Halls,"$47,232,776"
2006,The Nativity Story,"$46,432,264"
2006,We Are Marshall,"$43,545,364"
2006,Last Holiday,"$43,451,846"
2006,Glory Road,"$42,938,449"
2006,Crank,"$42,931,041"
2006,Man of the Year,"$42,472,472"
2006,A Good Year,"$42,269,923"
2006,200 Pounds Beauty,"$42,013,016"
2006,Gridiron Gang,"$41,480,851"
2006,Thank You for Smoking,"$39,323,027"
2006,Scoop,"$39,220,946"
2006,Tazza: The High Rollers,"$39,212,715"
2006,The Wicker Man,"$38,805,380"
2006,Basic Instinct 2,"$38,629,478"
2006,Accepted,"$38,623,262"
2006,Employee of the Month,"$38,528,984"
2006,Day Watch,"$38,411,815"
2006,Just My Luck,"$38,159,905"
2006,Camping,"$37,912,041"
2006,The Covenant,"$37,598,767"
2006,Miss Potter,"$35,078,241"
2006,Bambi II,"$34,958,637"
2006,Love and Honor,"$33,755,574"
2006,Tell No One,"$33,406,992"
2006,7 Dwarves: The Forest Is Not Enough,"$32,863,752"
2006,Dhoom 2,"$32,396,427"
2006,Stick It,"$31,976,848"
2006,Deutschland. Ein Sommermärchen,"$31,257,991"
2006,Ultraviolet,"$31,070,211"
2006,Doraemon the Movie: Nobita's Dinosaur,"$30,963,292"
2006,Twosabu ilchae,"$30,622,421"
2006,Natale a New York,"$30,437,121"
2006,I Do: How to Get Married and Stay Single,"$30,057,369"
2006,Pulse,"$29,907,685"
2006,Death Note,"$29,630,359"
2006,An American Haunting,"$29,612,137"
2006,The Valet,"$29,414,553"
2006,Tristan + Isolde,"$28,047,963"
2006,Priceless,"$27,949,650"
2006,Pokémon Ranger and the Temple of the Sea,"$27,638,625"
2006,Stay Alive,"$27,298,695"
2006,Clerks II,"$26,984,975"
2006,The Painted Veil,"$26,910,847"
2006,Black Book,"$26,768,563"
2006,Detective Conan: The Private Eyes' Requiem,"$26,251,232"
2006,A Prairie Home Companion,"$25,978,867"
2006,You Are So Beautiful,"$25,329,576"
2006,Tears for You,"$25,300,338"
2006,Kabhi Alvida Naa Kehna,"$25,229,168"
2006,School for Scoundrels,"$23,947,685"
2006,Stormbreaker,"$23,937,870"
2006,Il mio miglior nemico,"$23,710,143"
2006,Valley of the Wolves: Iraq,"$23,465,471"
2006,Captain Alatriste: The Spanish Musketeer,"$23,321,954"
2006,"OSS 117: Cairo, Nest of Spies","$23,055,884"
2006,Aquamarine,"$22,989,957"
2006,Days of Glory,"$22,963,701"
2006,The Wind that Shakes the Barley,"$22,899,908"
2006,The Banquet,"$22,598,772"
2006,Asterix and the Vikings,"$22,501,596"
2006,Fanaa,"$22,175,908"
2006,The Marine,"$22,165,608"
2006,Unaccompanied Minors,"$21,949,234"
2006,Flicka,"$21,893,591"
2006,Rob-B-Hood,"$21,836,580"
2006,Wolfhound,"$21,573,338"
2006,Black Christmas,"$21,510,851"
2006,Waist Deep,"$21,353,303"
2006,ATL,"$21,170,563"
2006,Bobby,"$20,704,591"
2006,Beerfest,"$20,387,597"
2006,Don,"$19,640,129"
2006,Movie: Marrying the Mafia 3 - Family Hustle,"$19,606,487"
2006,Akeelah and the Bee,"$18,948,425"
2006,See No Evil,"$18,564,467"
2006,Hanbando,"$18,483,140"
2006,Bandidas,"$18,381,890"
2006,Friends with Money,"$18,245,244"
2006,Krrish,"$18,041,250"
2006,Lage Raho Munna Bhai,"$17,897,527"
2006,Flyboys,"$17,834,865"
2006,Battle of the Warriors,"$17,812,601"
2006,Memories of Tomorrow,"$17,696,020"
2006,Grave Decisions,"$17,685,834"
2006,Orchestra Seats,"$17,574,836"
2006,Annapolis,"$17,496,992"
2006,"Paris, I Love You","$17,471,727"
2006,Material Girls,"$16,907,725"
2006,Zhara,"$16,877,870"
2007,Pirates of the Caribbean: At World's End,"$960,996,492"
2007,Harry Potter and the Order of the Phoenix,"$938,212,738"
2007,Spider-Man 3,"$894,983,373"
2007,Shrek the Third,"$813,367,380"
2007,Transformers,"$709,709,780"
2007,Ratatouille,"$623,726,085"
2007,I Am Legend,"$585,410,052"
2007,The Simpsons Movie,"$536,414,270"
2007,National Treasure: Book of Secrets,"$459,242,249"
2007,300,"$456,068,181"
2007,The Bourne Ultimatum,"$444,100,035"
2007,Live Free or Die Hard,"$388,156,011"
2007,The Golden Compass,"$372,234,864"
2007,Alvin and the Chipmunks,"$365,352,546"
2007,Enchanted,"$340,487,652"
2007,Ocean's Thirteen,"$311,312,624"
2007,Fantastic Four: Rise of the Silver Surfer,"$301,913,131"
2007,Bee Movie,"$293,514,336"
2007,American Gangster,"$269,755,430"
2007,Rush Hour 3,"$258,097,122"
2007,Wild Hogs,"$253,625,427"
2007,Juno,"$232,372,681"
2007,Mr. Bean's Holiday,"$232,225,908"
2007,Ghost Rider,"$228,738,393"
2007,Knocked Up,"$219,922,417"
2007,Hairspray,"$203,552,922"
2007,Beowulf,"$196,393,745"
2007,I Now Pronounce You Chuck & Larry,"$187,134,117"
2007,Knowing,"$183,658,498"
2007,The Bucket List,"$175,372,502"
2007,Evan Almighty,"$174,440,724"
2007,No Country for Old Men,"$171,627,166"
2007,Superbad,"$170,812,574"
2007,Meet the Robinsons,"$169,333,034"
2007,Norbit,"$159,814,490"
2007,P.S. I Love You,"$156,835,339"
2007,Sweeney Todd: The Demon Barber of Fleet Street,"$153,383,627"
2007,Surf's Up,"$152,005,713"
2007,The Game Plan,"$147,880,543"
2007,Resident Evil: Extinction,"$147,717,833"
2007,Music and Lyrics,"$145,896,422"
2007,Blades of Glory,"$145,710,347"
2007,Saw IV,"$139,352,633"
2007,Bridge to Terabithia,"$137,587,063"
2007,Stardust,"$137,515,140"
2007,1408,"$132,963,417"
2007,Aliens vs. Predator: Requiem,"$130,290,885"
2007,Atonement,"$129,266,061"
2007,The Heartbreak Kid,"$128,453,183"
2007,Charlie Wilson's War,"$119,483,446"
2007,Disturbia,"$118,114,220"
2007,Earth,"$108,975,160"
2007,The Water Horse,"$103,967,384"
2007,Hitman,"$101,276,318"
2007,Fred Claus,"$97,838,349"
2007,TMNT,"$95,797,812"
2007,Shooter,"$95,696,996"
2007,Michael Clayton,"$92,991,835"
2007,No Reservations,"$92,601,050"
2007,Fracture,"$92,011,561"
2007,Epic Movie,"$87,238,158"
2007,The Kingdom,"$87,019,158"
2007,La Vie En Rose,"$86,274,793"
2007,Zodiac,"$84,785,914"
2007,Premonition,"$84,146,832"
2007,Hannibal Rising,"$82,169,884"
2007,Rabbit Without Ears,"$81,744,033"
2007,Hot Fuzz,"$80,577,265"
2007,Halloween,"$80,460,948"
2007,The Orphanage,"$78,638,987"
2007,The Number 23,"$77,677,553"
2007,Next,"$77,621,983"
2007,There Will Be Blood,"$76,181,545"
2007,Hero,"$76,089,199"
2007,Elizabeth: The Golden Age,"$75,782,758"
2007,30 Days of Night,"$75,513,170"
2007,Stomp the Yard,"$75,511,123"
2007,Dragon Wars: D-War,"$75,108,817"
2007,The Kite Runner,"$75,011,029"
2007,Perfect Stranger,"$73,534,117"
2007,License to Wed,"$70,181,325"
2007,3:10 to Yuma,"$70,016,220"
2007,The Brave One,"$69,787,394"
2007,Because I Said So,"$69,485,490"
2007,Mr. Magorium's Wonder Emporium,"$69,474,661"
2007,Dan in Real Life,"$68,471,669"
2007,"Lust, Caution","$67,091,915"
2007,August Rush,"$66,122,026"
2007,Underdog,"$65,270,477"
2007,Taxi 4,"$65,125,001"
2007,28 Weeks Later,"$65,048,678"
2007,Lions for Lambs,"$64,811,540"
2007,The Reaping,"$62,771,059"
2007,Good Luck Chuck,"$59,768,495"
2007,Are We Done Yet?,"$58,388,068"
2007,The Mist,"$57,470,220"
2007,Smokin' Aces,"$57,232,879"
2007,Into the Wild,"$56,674,477"
2007,Eastern Promises,"$56,106,607"
2007,Why Did I Get Married?,"$55,862,886"
2007,The Irony of Fate 2,"$55,639,741"
2007,We Own the Night,"$55,033,767"
2007,The Messengers,"$55,010,659"
2007,Sea Monsters: A Prehistoric Adventure,"$50,652,463"
2007,This Christmas,"$49,778,552"
2007,May 18,"$49,282,156"
2007,Mr. Brooks,"$48,443,734"
2007,The Nanny Diaries,"$47,817,020"
2007,Death at a Funeral,"$46,789,413"
2007,Freedom Writers,"$43,095,175"
2007,The Warlords,"$42,883,181"
2007,Pokémon: The Rise of Darkrai,"$42,496,749"
2007,Always: Sunset on Third Street 2,"$42,304,705"
2007,Balls of Fury,"$41,739,111"
2007,Breach,"$40,953,935"
2007,War,"$40,481,352"
2007,The Invasion,"$40,170,558"
2007,Om Shanti Om,"$39,990,809"
2007,Happily N'Ever After,"$38,085,778"
2007,The Hills Have Eyes 2,"$37,697,773"
2007,Natale in crociera,"$37,350,000"
2007,Becoming Jane,"$37,311,672"
2007,Monkey Magic,"$36,745,063"
2007,Sky of Love,"$36,684,020"
2007,Sicko,"$36,093,504"
2007,Hostel: Part II,"$35,728,183"
2007,Vacancy,"$35,442,935"
2007,The Darjeeling Limited,"$35,078,918"
2007,Sunshine,"$34,806,360"
2007,Assembly,"$34,786,960"
2007,Gone Baby Gone,"$34,612,443"
2007,Mr. Woodcock,"$33,683,200"
2007,Run Fatboy Run,"$33,478,921"
2007,Doraemon the Movie: Nobita's New Great Adventure into the Underworld,"$32,787,846"
2007,Awake,"$32,730,062"
2007,88 Minutes,"$32,593,385"
2007,REC,"$32,511,655"
2007,Alpha Dog,"$32,351,125"
2007,Amazing Grace,"$32,120,360"
2007,Hunting and Gathering,"$31,920,899"
2007,The Seeker: The Dark Is Rising,"$31,852,619"
2007,Daddy's Little Girls,"$31,609,243"
2007,Love in the Time of Cholera,"$31,575,877"
2007,Welcome,"$31,203,567"
2007,Pathfinder,"$30,984,583"
2007,Nancy Drew,"$30,666,930"
2007,Death Proof,"$30,663,961"
2007,A Beautiful Wife,"$30,385,222"
2007,The Great Debaters,"$30,236,407"
2007,A Tale of Mari and Three Puppies,"$30,183,621"
2007,Lissi und der wilde Kaiser,"$29,733,764"
2007,The Fox and the Child,"$29,610,210"
2007,In the Valley of Elah,"$29,541,790"
2007,Across the Universe,"$29,367,143"
2007,St. Trinian's,"$29,067,829"
2007,Manual of Love 2,"$27,833,482"
2007,The Last Mimzy,"$27,308,918"
2007,Dororo,"$27,308,865"
2007,Shoot 'Em Up,"$27,122,238"
2007,Rendition,"$27,066,382"
2007,The Invisible,"$26,810,113"
2007,Mongol: The Rise of Genghis Khan,"$26,527,510"
2007,Bratz,"$26,013,153"
2007,Grindhouse,"$25,422,088"
2007,The Hitcher,"$25,399,945"
2007,The Last Legion,"$25,303,038"
2007,Before the Devil Knows You're Dead,"$25,037,657"
2007,Georgia Rule,"$25,000,167"
2007,Guru,"$24,108,727"
2007,Partner,"$23,968,620"
2007,Persepolis,"$22,783,978"
2007,Cassandra's Dream,"$22,686,378"
2007,Dead Silence,"$22,382,047"
2007,Reign Over Me,"$22,242,388"
2007,Waitress,"$22,240,529"
2007,Crows Zero,"$22,036,607"
2007,Reno 911!: Miami,"$22,021,262"
2007,My Blueberry Nights,"$22,007,671"
2007,Unfair: The Movie,"$21,914,005"
2007,Like Stars on Earth,"$21,897,373"
2007,Chak De! India,"$21,505,244"
2007,Arn: The Knight Templar,"$21,287,566"
2007,Penelope,"$21,156,270"
2007,Once,"$20,936,722"
2007,Le Grand Chef,"$20,794,760"
2007,Walk Hard: The Dewey Cox Story,"$20,577,458"
2007,Detective Conan: Jolly Roger in the Deep Azure,"$20,440,213"
2007,The Namesake,"$20,354,321"
2007,Evening,"$20,016,753"
2007,The Diving Bell and the Butterfly,"$19,780,116"
2007,Two Days in Paris,"$19,776,159"
2007,Bhool Bhulaiyaa,"$19,073,095"
